Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_red->green	lnL
36636	0.015108	0.029983	0.003722	0.003562	1.642449	-3515.690
36640	0.013156	0.028483	0.003182	0.002927	1.864048	-3516.854
36644	0.013842	0.029209	0.002297	0.003177	2.027808	-3517.226
36648	0.014664	0.032039	0.001967	0.003045	1.844873	-3511.051
36652	0.015396	0.031998	0.002720	0.003025	1.844873	-3502.940
36656	0.016875	0.025378	0.002813	0.002960	1.873939	-3500.244
36660	0.024361	0.032797	0.005262	0.003915	1.333581	-3507.054
36664	0.022169	0.038940	0.005135	0.003915	2.229629	-3491.254
36668	0.019925	0.033762	0.003847	0.003678	1.817281	-3519.610
36672	0.016091	0.029161	0.003779	0.003125	1.453653	-3514.716
36676	0.013160	0.025695	0.001366	0.002662	1.689308	-3527.567
36680	0.013413	0.017076	0.002082	0.002662	2.278564	-3524.287
36684	0.012414	0.015000	0.001128	0.002240	2.063344	-3489.402
36688	0.012185	0.011139	0.000822	0.002240	1.472063	-3507.607
36692	0.010632	0.011484	0.000800	0.002202	1.472063	-3534.540
36696	0.012664	0.017660	0.001545	0.002718	1.661927	-3520.858
36700	0.013927	0.015056	0.001225	0.002973	1.382250	-3521.026
36704	0.013777	0.025933	0.000844	0.002973	1.664609	-3515.247
36708	0.013717	0.022746	0.001061	0.003237	1.664609	-3523.696
36712	0.012469	0.018265	0.001328	0.002712	1.818990	-3518.680
36716	0.017511	0.024422	0.002837	0.003911	1.536658	-3516.056
36720	0.016072	0.024022	0.003271	0.004007	1.356585	-3506.269
36724	0.018939	0.028393	0.002351	0.004278	1.858111	-3521.093
36728	0.018999	0.034087	0.002606	0.004122	2.301095	-3507.393
36732	0.016997	0.028339	0.002357	0.003608	1.631795	-3492.894
36736	0.016519	0.029086	0.002153	0.003448	1.867638	-3501.111
36740	0.016947	0.027153	0.001590	0.003437	1.598071	-3498.558
36744	0.019579	0.028526	0.001599	0.003998	2.086520	-3497.037
36748	0.019218	0.030431	0.001455	0.004108	1.548031	-3509.119
36752	0.022039	0.046062	0.002835	0.004933	1.985944	-3499.319
36756	0.023057	0.044053	0.002074	0.005234	1.617176	-3491.400
36760	0.026497	0.063433	0.002737	0.006496	1.349060	-3496.860
36764	0.018651	0.028870	0.001681	0.004565	1.294900	-3503.999
36768	0.021103	0.036345	0.001662	0.004565	1.618761	-3490.637
36772	0.029098	0.041899	0.002436	0.004943	1.597190	-3501.243
36776	0.031100	0.038881	0.003813	0.005775	1.340693	-3486.489
36780	0.033096	0.052473	0.004001	0.006211	1.340693	-3489.069
36784	0.025927	0.047040	0.003083	0.005280	1.369186	-3494.852
36788	0.027002	0.044034	0.002344	0.005280	1.369186	-3490.796
36792	0.025863	0.052248	0.002378	0.005280	1.954707	-3509.610
36796	0.025754	0.068233	0.002829	0.005464	2.063030	-3511.124
36800	0.023343	0.049674	0.003509	0.004377	1.545462	-3511.498
36804	0.025181	0.044147	0.004112	0.004578	1.036385	-3553.017
36808	0.025141	0.044011	0.003230	0.004314	1.147768	-3540.093
36812	0.019122	0.027639	0.002292	0.003754	1.239511	-3525.547
36816	0.014911	0.026202	0.002602	0.003135	1.398028	-3528.859
36820	0.015566	0.031305	0.003941	0.003326	1.309752	-3516.613
36824	0.014310	0.027778	0.003395	0.002694	1.198951	-3509.263
36828	0.019579	0.029523	0.002720	0.003216	1.405506	-3516.180
36832	0.021576	0.038423	0.002959	0.003947	1.800379	-3488.812
36836	0.021007	0.029050	0.001867	0.003474	1.800379	-3484.431
36840	0.022305	0.034086	0.002284	0.004100	1.667055	-3493.219
36844	0.022393	0.032412	0.001483	0.004100	1.667055	-3503.473
36848	0.020419	0.030977	0.000839	0.004100	1.224939	-3515.499
36852	0.017418	0.024162	0.000743	0.003471	1.770077	-3522.675
36856	0.021755	0.040695	0.001081	0.004150	1.770077	-3503.522
36860	0.018448	0.033920	0.000710	0.003610	1.339469	-3515.175
36864	0.023284	0.040405	0.000896	0.004351	1.833975	-3535.744
36868	0.020223	0.032132	0.002065	0.003983	1.751178	-3529.602
36872	0.022627	0.038073	0.002354	0.004046	1.715087	-3538.532
36876	0.022134	0.035339	0.001379	0.004046	1.715087	-3532.352
36880	0.021066	0.033389	0.002894	0.004046	1.509057	-3524.442
36884	0.019802	0.034977	0.002098	0.003454	1.776346	-3550.771
36888	0.015226	0.028030	0.002790	0.003094	1.383849	-3525.444
36892	0.017415	0.024307	0.002013	0.003168	1.383849	-3519.601
36896	0.020022	0.027074	0.001995	0.003559	1.383849	-3500.715
36900	0.020084	0.023587	0.001602	0.002924	1.667894	-3525.201
36904	0.018508	0.018959	0.001218	0.002686	1.113917	-3512.003
36908	0.017882	0.018290	0.001444	0.002686	0.831564	-3497.584
36912	0.015403	0.016639	0.001446	0.002342	1.217661	-3515.180
36916	0.015335	0.019233	0.001099	0.002342	1.232543	-3508.821
36920	0.016761	0.023119	0.001464	0.002177	0.993276	-3530.876
36924	0.013450	0.019747	0.001699	0.001919	1.498396	-3507.280
36928	0.017347	0.018150	0.001706	0.002215	1.090534	-3505.742
36932	0.016550	0.026504	0.001634	0.002215	1.167402	-3519.523
36936	0.015226	0.022630	0.001156	0.002215	1.574041	-3521.621
36940	0.016418	0.023523	0.001675	0.002552	1.213025	-3509.511
36944	0.015121	0.024772	0.001765	0.002552	1.231099	-3511.150
36948	0.015772	0.022709	0.001566	0.002552	1.316883	-3498.584
36952	0.014526	0.023270	0.001761	0.002552	1.316883	-3504.143
36956	0.015593	0.028946	0.001495	0.002875	1.110421	-3512.315
36960	0.017370	0.020473	0.001556	0.002716	1.032663	-3545.278
36964	0.017322	0.024497	0.001499	0.002716	1.314799	-3498.422
36968	0.014718	0.029237	0.002350	0.002681	1.921883	-3509.480
36972	0.018219	0.035330	0.003147	0.003446	1.163269	-3507.742
36976	0.014935	0.028234	0.002452	0.002971	1.241577	-3493.768
36980	0.017464	0.037357	0.002358	0.003603	1.126769	-3494.929
36984	0.017107	0.033141	0.002691	0.003857	0.953689	-3501.588
36988	0.018717	0.029498	0.003853	0.003857	1.223489	-3512.096
36992	0.020323	0.032108	0.004146	0.003857	1.404347	-3533.878
36996	0.021672	0.032325	0.005820	0.003857	1.851544	-3506.598
37000	0.021293	0.031279	0.004362	0.003857	1.004391	-3522.067
37004	0.020677	0.032482	0.004147	0.004089	1.520625	-3506.651
37008	0.021460	0.029975	0.002292	0.003892	0.978397	-3515.056
37012	0.020578	0.036891	0.002302	0.003892	0.993549	-3517.364
37016	0.014989	0.020077	0.002478	0.002705	1.190323	-3515.361
37020	0.016033	0.020644	0.002411	0.002705	1.171651	-3517.192
37024	0.014844	0.022881	0.002111	0.002387	1.201943	-3508.741
37028	0.013769	0.019542	0.001686	0.002012	1.238336	-3515.579
37032	0.013646	0.021373	0.001818	0.002012	2.253853	-3517.836
37036	0.010379	0.014399	0.001103	0.001693	1.606822	-3521.597
37040	0.011801	0.018760	0.001231	0.002034	1.053482	-3507.351
37044	0.014246	0.017063	0.001392	0.002409	1.428010	-3511.441
37048	0.014592	0.018851	0.002889	0.002409	1.428010	-3507.218
37052	0.014475	0.018520	0.002371	0.002068	1.423493	-3523.963
37056	0.013641	0.017694	0.003186	0.002242	1.646095	-3525.622
37060	0.010905	0.012671	0.002551	0.001899	1.589633	-3516.113
37064	0.011512	0.016354	0.002290	0.002184	1.135922	-3504.912
37068	0.013617	0.018400	0.001102	0.002370	1.253198	-3490.606
37072	0.013966	0.021866	0.001262	0.002689	1.203923	-3507.186
37076	0.016471	0.020036	0.001437	0.002892	1.027762	-3496.254
37080	0.014264	0.021569	0.002603	0.002794	1.384794	-3503.813
37084	0.012494	0.017716	0.000816	0.002498	1.384794	-3500.124
37088	0.019680	0.026410	0.001499	0.003938	1.546779	-3506.159
37092	0.019598	0.028387	0.000936	0.003938	1.076145	-3505.198
37096	0.019128	0.030702	0.001374	0.003938	1.533897	-3506.883
37100	0.020089	0.030727	0.001856	0.003943	1.533897	-3516.256
37104	0.022959	0.032383	0.002208	0.004489	1.131546	-3509.045
37108	0.024482	0.028182	0.003005	0.004489	1.131546	-3508.892
37112	0.025961	0.029948	0.003196	0.005095	0.596989	-3499.970
37116	0.024922	0.031392	0.002214	0.005095	0.918798	-3496.045
37120	0.021964	0.029156	0.004090	0.004498	0.826053	-3502.138
37124	0.024491	0.030681	0.003940	0.004646	0.979177	-3502.132
37128	0.032213	0.035668	0.003123	0.006032	1.580337	-3507.423
37132	0.027049	0.034035	0.004536	0.005540	1.498140	-3511.232
37136	0.027920	0.045381	0.003499	0.006372	1.525443	-3506.934
37140	0.031475	0.041905	0.005295	0.006372	1.487997	-3510.553
37144	0.024898	0.034805	0.005676	0.005424	1.382845	-3500.370
37148	0.020141	0.037826	0.002497	0.004255	1.670128	-3503.922
37152	0.015669	0.022617	0.003058	0.003500	1.686015	-3517.205
37156	0.017059	0.028493	0.002577	0.003500	1.758913	-3500.916
37160	0.020448	0.041511	0.002191	0.004348	2.071611	-3495.760
37164	0.017581	0.026691	0.003055	0.003777	1.263045	-3511.530
37168	0.018428	0.028270	0.003703	0.003792	1.263045	-3509.635
37172	0.017845	0.021566	0.002538	0.003613	1.556179	-3492.132
37176	0.022900	0.026941	0.003995	0.004593	1.556179	-3497.945
37180	0.024570	0.021261	0.001739	0.004593	1.130382	-3501.579
37184	0.021711	0.027237	0.002268	0.004593	1.470137	-3497.098
37188	0.020849	0.026200	0.002240	0.004709	1.098546	-3501.779
37192	0.021101	0.025501	0.003142	0.004223	1.411151	-3517.577
37196	0.021930	0.020977	0.002710	0.004078	0.750941	-3503.377
37200	0.021130	0.025443	0.002859	0.004136	0.814280	-3507.365
37204	0.021346	0.021915	0.002396	0.004084	1.119095	-3500.592
37208	0.018599	0.018578	0.002839	0.003511	1.487783	-3497.974
37212	0.018465	0.016760	0.001618	0.003498	0.974621	-3479.517
37216	0.020029	0.021519	0.001877	0.003413	0.925468	-3498.355
37220	0.016160	0.017710	0.001323	0.002837	1.596709	-3521.043
37224	0.014650	0.012993	0.001483	0.002837	0.918575	-3497.138
37228	0.015417	0.022105	0.001257	0.003031	1.563843	-3498.969
37232	0.016560	0.018378	0.003010	0.003031	1.029549	-3508.807
37236	0.015754	0.017683	0.001472	0.003031	1.322827	-3499.057
37240	0.014050	0.017744	0.002074	0.002709	0.695707	-3476.505
37244	0.013324	0.014382	0.001625	0.002146	0.857872	-3478.669
37248	0.012575	0.015999	0.001125	0.002374	0.697123	-3500.068
37252	0.012792	0.019329	0.000826	0.002466	1.751424	-3499.191
37256	0.015685	0.021299	0.000988	0.002944	1.751424	-3504.731
37260	0.017290	0.029618	0.001419	0.003482	2.339230	-3508.379
37264	0.016615	0.035966	0.000883	0.003482	1.875824	-3498.839
37268	0.013041	0.023861	0.000950	0.002872	1.275040	-3524.232
37272	0.012265	0.023395	0.000761	0.002872	1.840150	-3529.315
37276	0.012439	0.019865	0.000845	0.002872	1.298156	-3498.737
37280	0.012240	0.021292	0.000651	0.002871	1.428687	-3495.939
37284	0.013709	0.020775	0.000931	0.003433	1.428687	-3493.932
37288	0.016392	0.020093	0.001887	0.003433	1.428687	-3519.704
37292	0.014208	0.020676	0.001710	0.002968	1.293697	-3506.736
37296	0.014920	0.017408	0.001605	0.003094	1.183446	-3509.986
37300	0.016617	0.021087	0.001467	0.003094	1.533673	-3493.922
37304	0.012983	0.017790	0.002089	0.002335	1.525288	-3479.672
37308	0.011727	0.018617	0.001518	0.002508	1.663159	-3484.261
37312	0.011699	0.022285	0.003559	0.002678	2.441852	-3492.193
37316	0.010797	0.023975	0.002740	0.002565	1.962823	-3504.543
37320	0.010923	0.021690	0.001896	0.002331	1.962823	-3507.737
37324	0.013229	0.022032	0.001390	0.002774	1.296789	-3496.289
37328	0.016992	0.023140	0.001325	0.003727	0.980799	-3521.543
37332	0.019685	0.032577	0.000783	0.004209	1.014891	-3497.176
37336	0.018360	0.026977	0.000676	0.003850	1.908914	-3507.650
37340	0.022086	0.039294	0.001079	0.004683	1.883243	-3497.306
37344	0.019821	0.022207	0.000761	0.003918	1.459096	-3511.939
37348	0.017535	0.023284	0.001150	0.003918	1.319946	-3498.186
37352	0.016859	0.020529	0.001535	0.003918	1.231862	-3504.343
37356	0.017424	0.017116	0.002597	0.003918	1.270693	-3503.425
37360	0.016184	0.012197	0.002017	0.003310	1.270693	-3516.014
37364	0.017026	0.012135	0.000832	0.003310	1.136954	-3527.644
37368	0.018533	0.017611	0.003018	0.003799	1.130608	-3521.753
37372	0.015718	0.016154	0.001064	0.003799	0.866692	-3523.688
37376	0.013783	0.020589	0.001005	0.003421	1.878714	-3507.145
37380	0.013596	0.024786	0.002154	0.003478	1.458738	-3512.123
37384	0.014213	0.021077	0.001490	0.003370	1.144386	-3512.256
37388	0.012324	0.018476	0.001583	0.003332	1.551716	-3529.537
37392	0.011341	0.017211	0.001299	0.003256	1.844399	-3494.840
37396	0.010085	0.013628	0.001810	0.003256	1.597342	-3504.097
37400	0.011410	0.016146	0.001574	0.003256	2.040273	-3495.573
37404	0.011366	0.013564	0.001008	0.002813	1.415167	-3502.470
37408	0.011034	0.012301	0.001222	0.002813	1.758480	-3499.329
37412	0.010331	0.012760	0.001477	0.002658	1.654788	-3523.220
37416	0.010320	0.014282	0.001462	0.002658	1.810686	-3514.225
37420	0.010937	0.013471	0.000958	0.002658	1.910008	-3509.035
37424	0.011795	0.020227	0.000681	0.002914	2.048225	-3512.733
37428	0.009263	0.017521	0.000942	0.002381	2.838251	-3492.291
37432	0.012548	0.014704	0.001738	0.002983	1.836699	-3501.622
37436	0.007813	0.012418	0.002491	0.002298	1.836699	-3513.350
37440	0.010200	0.017645	0.002084	0.002735	2.024057	-3510.668
37444	0.010099	0.010831	0.001136	0.002424	1.540024	-3521.678
37448	0.013742	0.015318	0.001223	0.003310	1.286423	-3491.755
37452	0.011998	0.015055	0.001215	0.003083	1.444317	-3504.229
37456	0.011201	0.017606	0.000730	0.003269	1.953301	-3501.281
37460	0.010825	0.014359	0.000911	0.003127	2.180594	-3526.513
37464	0.012512	0.016842	0.001123	0.003728	1.701341	-3506.212
37468	0.012878	0.014568	0.002439	0.003242	1.690743	-3493.048
37472	0.012839	0.017378	0.000910	0.003242	1.664842	-3508.087
37476	0.014851	0.019530	0.001452	0.003796	1.664842	-3491.976
37480	0.015410	0.020307	0.002227	0.003796	1.664842	-3500.034
37484	0.014470	0.018854	0.001802	0.003796	1.326789	-3507.835
37488	0.018865	0.023251	0.001814	0.004142	2.328311	-3506.465
37492	0.016417	0.021263	0.001765	0.003631	1.772810	-3507.593
37496	0.015945	0.021873	0.002152	0.003899	2.302683	-3514.007
37500	0.013334	0.022581	0.003214	0.003899	1.685923	-3487.874
37504	0.012439	0.016290	0.001812	0.003063	1.392774	-3483.894
37508	0.013556	0.013717	0.001081	0.003054	1.570634	-3495.272
37512	0.016664	0.016437	0.001575	0.003649	1.218139	-3499.672
37516	0.016564	0.019077	0.001062	0.003534	1.460558	-3500.366
37520	0.016724	0.018735	0.001322	0.003706	1.539240	-3499.155
37524	0.019083	0.016658	0.002695	0.003706	1.539240	-3495.212
37528	0.018757	0.019379	0.002021	0.004270	1.539240	-3490.855
37532	0.019203	0.020392	0.002425	0.004414	1.814402	-3487.030
37536	0.021465	0.024207	0.001933	0.004116	1.814402	-3494.860
37540	0.018098	0.017112	0.001151	0.004116	1.330721	-3484.068
37544	0.018612	0.016749	0.001669	0.004116	1.330721	-3491.446
37548	0.019519	0.025533	0.001443	0.004616	1.166007	-3532.805
37552	0.021695	0.027073	0.001740	0.005225	2.134225	-3520.238
37556	0.025584	0.027299	0.002661	0.005996	1.666477	-3513.838
37560	0.019869	0.018888	0.001194	0.004685	1.256847	-3519.912
37564	0.018243	0.021356	0.000842	0.004685	1.776529	-3524.671
37568	0.018974	0.022175	0.000497	0.004685	1.406993	-3525.478
37572	0.017812	0.021668	0.001100	0.004447	1.051195	-3496.467
37576	0.019498	0.022655	0.001245	0.004747	1.349865	-3494.366
37580	0.015503	0.019099	0.001246	0.004240	0.887338	-3513.947
37584	0.015611	0.025173	0.001133	0.004240	1.936868	-3502.777
37588	0.012666	0.022432	0.001586	0.003347	1.497466	-3504.500
37592	0.017108	0.030653	0.001236	0.004119	2.082748	-3492.001
37596	0.014992	0.019887	0.001556	0.003484	1.657930	-3494.502
37600	0.018972	0.031699	0.004080	0.004504	1.498063	-3498.697
37604	0.017261	0.026088	0.003113	0.004311	1.330627	-3496.281
37608	0.018775	0.026998	0.001931	0.004666	1.540389	-3491.746
37612	0.014092	0.022072	0.001105	0.003913	1.555167	-3492.274
37616	0.014762	0.023681	0.001085	0.003913	1.566286	-3492.132
37620	0.016014	0.024803	0.002560	0.004641	1.366552	-3497.855
37624	0.012930	0.024369	0.001181	0.003980	1.061371	-3504.539
37628	0.012239	0.016732	0.000928	0.003285	1.527014	-3500.813
37632	0.012572	0.018159	0.001062	0.003285	1.784996	-3500.886
37636	0.017352	0.021642	0.001343	0.004534	1.614421	-3498.651
37640	0.019272	0.023206	0.000694	0.004534	1.908998	-3503.287
37644	0.018140	0.022203	0.001240	0.004534	1.908998	-3513.627
37648	0.015726	0.020132	0.000607	0.004316	2.251378	-3514.310
37652	0.015578	0.021080	0.000696	0.004316	2.396043	-3529.053
37656	0.017718	0.024594	0.000621	0.004316	2.661052	-3524.036
37660	0.012684	0.019143	0.001051	0.003819	1.362845	-3518.032
37664	0.014399	0.031121	0.000746	0.004320	1.884012	-3511.072
37668	0.014031	0.022343	0.001062	0.004320	1.774996	-3513.318
37672	0.014223	0.020140	0.001120	0.004240	1.901471	-3510.441
37676	0.014439	0.017483	0.001136	0.003856	1.680317	-3495.367
37680	0.013654	0.019479	0.001830	0.003479	1.624869	-3519.361
37684	0.014228	0.021286	0.002422	0.003876	1.498042	-3527.020
37688	0.017223	0.024041	0.002469	0.004203	2.142825	-3520.976
37692	0.016329	0.021932	0.001702	0.004203	1.911544	-3499.634
37696	0.014768	0.021843	0.002193	0.004355	1.430876	-3502.016
37700	0.012318	0.019774	0.001055	0.003413	1.438582	-3500.529
37704	0.012506	0.014574	0.002407	0.003413	2.161783	-3470.448
37708	0.011402	0.016346	0.001449	0.003413	1.887536	-3488.898
37712	0.010075	0.022190	0.001017	0.003074	1.887536	-3502.388
37716	0.014901	0.027198	0.001206	0.004317	1.887536	-3498.548
37720	0.017840	0.026476	0.001424	0.005068	1.442567	-3504.968
37724	0.017412	0.023927	0.002457	0.004801	1.825768	-3496.298
37728	0.017594	0.026087	0.001139	0.004711	1.272209	-3502.929
37732	0.013141	0.020960	0.001136	0.003451	1.882067	-3499.059
37736	0.011769	0.019751	0.001090	0.002782	2.243367	-3503.639
37740	0.011189	0.018636	0.000784	0.002741	1.069767	-3526.682
37744	0.012711	0.018261	0.000867	0.002741	1.095878	-3513.824
37748	0.013586	0.027087	0.001712	0.002961	1.494698	-3518.991
37752	0.013790	0.018925	0.001555	0.002625	1.821630	-3490.617
37756	0.012632	0.020810	0.000933	0.002726	1.821630	-3501.794
37760	0.020706	0.028336	0.003130	0.003895	2.132453	-3493.354
37764	0.019903	0.033734	0.002142	0.003758	2.449857	-3472.772
37768	0.020302	0.031966	0.000845	0.003758	2.633664	-3500.589
37772	0.019767	0.031289	0.001679	0.003988	1.709778	-3517.422
37776	0.017859	0.023554	0.001027	0.003430	1.659300	-3504.151
37780	0.016717	0.029779	0.001271	0.003545	1.440699	-3488.106
37784	0.013898	0.019056	0.001191	0.002966	2.366125	-3485.476
37788	0.016036	0.022873	0.001188	0.003268	2.180276	-3487.580
37792	0.013913	0.023020	0.001318	0.002956	2.114512	-3489.630
37796	0.015638	0.025445	0.002456	0.003444	2.434612	-3493.869
37800	0.015650	0.025456	0.001805	0.003581	2.360387	-3483.500
37804	0.013329	0.021851	0.000681	0.003190	1.640082	-3500.198
37808	0.012133	0.016154	0.000709	0.003190	1.640082	-3512.556
37812	0.013047	0.018860	0.001182	0.003190	1.640082	-3506.667
37816	0.013001	0.018248	0.001068	0.003157	1.640082	-3487.635
37820	0.011476	0.012029	0.001280	0.002893	1.353363	-3508.366
37824	0.012156	0.017010	0.000936	0.003319	1.910448	-3484.037
37828	0.013167	0.017617	0.001557	0.003929	1.345544	-3523.490
37832	0.012031	0.016016	0.001026	0.003194	1.403135	-3500.863
37836	0.012779	0.020599	0.000775	0.003194	2.058195	-3503.435
37840	0.014572	0.025992	0.001530	0.003268	1.699333	-3514.125
37844	0.012468	0.023987	0.001270	0.003268	2.521885	-3495.804
37848	0.013770	0.031269	0.001676	0.003268	2.521885	-3524.537
37852	0.013805	0.021316	0.001771	0.003268	1.348058	-3496.526
37856	0.012840	0.020288	0.001084	0.003159	2.139846	-3494.875
37860	0.013550	0.023083	0.000781	0.003049	1.771257	-3485.307
37864	0.016957	0.030956	0.001070	0.003707	1.688798	-3507.666
37868	0.017980	0.025695	0.001585	0.003707	1.401102	-3495.795
37872	0.014813	0.023646	0.001357	0.003707	1.896811	-3509.059
37876	0.015470	0.025437	0.001718	0.003777	1.544612	-3510.119
37880	0.014016	0.022119	0.001631	0.003361	2.020641	-3498.229
37884	0.014012	0.024162	0.002260	0.003361	2.020641	-3498.826
37888	0.013444	0.023348	0.001342	0.003361	1.836941	-3511.252
37892	0.014171	0.027010	0.001494	0.003361	2.329199	-3502.750
37896	0.014032	0.024310	0.001119	0.003361	2.420830	-3505.616
37900	0.011398	0.032252	0.001501	0.003226	2.916472	-3489.969
37904	0.011847	0.027360	0.001438	0.003587	2.885387	-3499.386
37908	0.009581	0.025138	0.004222	0.003137	2.885387	-3513.750
37912	0.009860	0.021201	0.001733	0.002851	2.885387	-3496.854
37916	0.009541	0.026829	0.001889	0.003010	2.253755	-3508.814
37920	0.011259	0.023169	0.002151	0.003199	1.907326	-3491.891
37924	0.011901	0.022793	0.003009	0.003022	2.498238	-3528.320
37928	0.012615	0.024892	0.002438	0.003150	2.498238	-3497.003
37932	0.010648	0.022196	0.003425	0.002855	2.285335	-3496.221
37936	0.011584	0.022431	0.002311	0.002672	3.565019	-3514.488
37940	0.014902	0.031933	0.003214	0.003184	3.565019	-3507.103
37944	0.013419	0.037031	0.003309	0.003184	2.492622	-3505.867
37948	0.013923	0.037792	0.004246	0.002903	2.517119	-3521.598
37952	0.014562	0.048458	0.002491	0.002903	1.823113	-3524.598
37956	0.011656	0.034012	0.002152	0.002293	2.883686	-3515.683
37960	0.015724	0.036467	0.001760	0.003068	1.916867	-3517.688
37964	0.015671	0.030206	0.002475	0.002761	2.414274	-3509.242
37968	0.014804	0.025832	0.002609	0.002761	1.661036	-3520.510
37972	0.016770	0.023744	0.002561	0.003033	1.660528	-3509.688
37976	0.016416	0.027911	0.002479	0.003033	2.065700	-3487.840
37980	0.017694	0.029284	0.001556	0.003413	1.448693	-3516.211
37984	0.015309	0.030540	0.001431	0.003413	2.264635	-3524.078
37988	0.013507	0.025623	0.001092	0.003307	1.802696	-3508.724
37992	0.019749	0.038713	0.001323	0.004099	1.824815	-3491.314
37996	0.016810	0.037887	0.002017	0.004099	2.243662	-3509.343
38000	0.014021	0.032945	0.001152	0.003528	2.789436	-3509.069
38004	0.014423	0.025035	0.001370	0.003341	2.196895	-3498.415
38008	0.017427	0.026099	0.001414	0.003700	2.196895	-3496.305
38012	0.022353	0.030121	0.001504	0.004619	2.325408	-3496.510
38016	0.019863	0.024530	0.002114	0.004327	1.806890	-3488.007
38020	0.013865	0.023762	0.001330	0.003397	1.806890	-3489.503
38024	0.014388	0.018988	0.000986	0.003042	1.420827	-3506.975
38028	0.011428	0.017623	0.000866	0.002576	2.823832	-3496.915
38032	0.012368	0.013652	0.000836	0.002673	1.710623	-3508.055
38036	0.011499	0.017011	0.001345	0.002905	1.917706	-3513.621
38040	0.011620	0.016765	0.001718	0.002905	1.867509	-3510.788
38044	0.011852	0.014052	0.001912	0.002905	1.305167	-3504.802
38048	0.011989	0.015116	0.002124	0.002905	1.433385	-3499.724
38052	0.013200	0.014606	0.004230	0.002905	1.433385	-3522.682
38056	0.012387	0.017783	0.004456	0.002916	1.661652	-3527.608
38060	0.014155	0.022166	0.002241	0.003363	1.349916	-3527.775
38064	0.014320	0.026208	0.002031	0.003363	2.913016	-3521.548
38068	0.013769	0.029029	0.001644	0.003403	2.750719	-3503.231
38072	0.015660	0.031555	0.001328	0.003772	1.678846	-3534.167
38076	0.017012	0.026523	0.001056	0.003772	1.280565	-3511.561
38080	0.015167	0.022797	0.001587	0.003772	1.756082	-3515.140
38084	0.017028	0.026564	0.002022	0.003772	2.378999	-3509.915
38088	0.015683	0.018526	0.001255	0.003790	1.602924	-3497.184
38092	0.018437	0.024163	0.001303	0.004187	1.602924	-3496.948
38096	0.018483	0.025764	0.000979	0.004187	1.990893	-3523.494
38100	0.017955	0.021012	0.002375	0.004040	2.527180	-3501.602
38104	0.023004	0.025597	0.001100	0.004657	2.957911	-3482.266
38108	0.017283	0.019960	0.000997	0.003429	2.017580	-3487.103
38112	0.017667	0.022082	0.000962	0.003429	1.787472	-3502.568
38116	0.015857	0.015778	0.001328	0.003429	1.605973	-3504.092
38120	0.017055	0.019765	0.000953	0.003429	1.749978	-3506.269
38124	0.019452	0.018216	0.001255	0.004094	1.749978	-3517.880
38128	0.014220	0.021404	0.001492	0.003470	2.256584	-3507.043
38132	0.012748	0.017235	0.000735	0.003086	1.469523	-3525.711
38136	0.011390	0.022772	0.000989	0.003097	1.778128	-3499.253
38140	0.011151	0.013943	0.001046	0.002831	1.480096	-3508.585
38144	0.015365	0.020536	0.000911	0.003327	2.035612	-3503.487
38148	0.016485	0.021519	0.000967	0.003587	2.035612	-3504.685
38152	0.017548	0.029410	0.001175	0.004010	2.197475	-3493.663
38156	0.015877	0.028487	0.001027	0.004010	1.965183	-3516.887
38160	0.016944	0.034065	0.001231	0.004010	2.272053	-3521.865
38164	0.016034	0.030036	0.000928	0.004010	2.665237	-3489.362
38168	0.013355	0.030348	0.001102	0.003350	3.845377	-3493.401
38172	0.017356	0.045440	0.001318	0.004794	3.717130	-3517.335
38176	0.019475	0.053276	0.001766	0.006068	2.737205	-3502.827
38180	0.020091	0.045058	0.001496	0.005861	2.703772	-3483.954
38184	0.019321	0.044146	0.001697	0.005967	2.703772	-3501.440
38188	0.017042	0.029673	0.001525	0.004956	2.059804	-3523.950
38192	0.013311	0.021080	0.001313	0.003948	2.059804	-3491.796
38196	0.013375	0.023953	0.002855	0.004165	2.135934	-3506.594
38200	0.014050	0.026929	0.001764	0.004165	1.798100	-3523.410
38204	0.011080	0.024984	0.001093	0.003531	1.798100	-3515.243
38208	0.012932	0.024295	0.000973	0.004180	1.937455	-3509.395
38212	0.012525	0.022585	0.000884	0.003932	1.261757	-3508.430
38216	0.013936	0.024884	0.001006	0.003932	1.830378	-3504.968
38220	0.011881	0.016386	0.000561	0.003179	1.186615	-3490.050
38224	0.013910	0.031858	0.001156	0.004059	1.186615	-3490.858
38228	0.012592	0.028422	0.001259	0.003865	1.498698	-3501.943
38232	0.013992	0.022613	0.002193	0.003886	1.933758	-3484.188
38236	0.015582	0.028854	0.001232	0.003886	1.460992	-3469.506
38240	0.015954	0.027453	0.000933	0.003886	1.691390	-3510.121
38244	0.014869	0.029421	0.000857	0.003451	1.580492	-3497.366
38248	0.012977	0.025398	0.000597	0.002877	2.756318	-3493.195
38252	0.017963	0.035110	0.001290	0.004464	2.513243	-3548.176
38256	0.019354	0.034379	0.001501	0.004371	1.925796	-3524.118
38260	0.024709	0.035429	0.001713	0.005210	1.925796	-3522.963
38264	0.020272	0.029507	0.004993	0.004385	2.028783	-3517.164
38268	0.018848	0.028658	0.002460	0.004167	2.125631	-3497.346
38272	0.016241	0.029773	0.002433	0.003639	2.276281	-3499.062
